current_age,race,sex,citizen,military,education,homeless_12mo_prior,jail_time_served,jail_time,arrest_year,admit_year,held_by,state,sentenced,controlling_offense,controlling_offense_type,arrested_during_status,firearm_at_offense,alc_at_offense,drug_at_offense,victim_hispanic,victim_race,victim_sex,victim_age,victim_known,victim_offense,max_time_est,censored,race_white,race_black
18,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,395,2016,2016,State,TX,Yes,Assault,Violent,Probation,No,NA,NA,No,Black,Female,25 to 34,Stranger,Other Violent Offense,0,1,N,Y
49,Black,Female,Citizen,Non-veteran,High School Graduate,No,No,0,NA,2015,Federal,GA,Yes,Other Property,Property,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y
61,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,608,1994,1995,State,PA,Yes,Rape Sexual Assault,Violent,Parole,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
19,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,5,2016,2016,State,NC,Yes,Burglary,Property,Parole,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
22,Hispanic,Female,Citizen,Non-veteran,Less Than High School,No,Yes,75,2016,2016,State,WA,Yes,Assault,Violent,None,No,No,Yes,Yes,White,NA,NA,NA,NA,0,1,N,N
44,White,Male,Citizen,Non-veteran,College Degree or More,No,Yes,91,1989,1991,State,TX,Yes,Homicide,Violent,None,No,Yes,Yes,No,White,Female,12 to 17,Stranger,Murder / Manslaughter / Homicide,2,1,Y,N
36,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,288,2013,2014,State,NC,Yes,Homicide,Violent,None,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,N,Y
36,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,304,1997,1998,State,PA,Yes,Homicide,Violent,None,Yes,Yes,No,No,Black,Male,18 to 24,Knew,Murder / Manslaughter / Homicide,1,1,N,Y
27,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,548,2014,2016,State,VA,Yes,Assault,Violent,Probation,No,No,Yes,No,White,Female,35 to 54,Stranger,Other Violent Offense,2,1,Y,N
31,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,335,2004,2005,State,MD,Yes,Homicide,Violent,None,No,No,No,No,Black,Male,12 to 17,Stranger,Murder / Manslaughter / Homicide,1,1,N,Y
52,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,1988,1988,State,IL,Yes,Robbery,Violent,None,No,Yes,No,No,White,Male,25 to 34,Stranger,Other Violent Offense,0,1,Y,N
50,White,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,148,2015,2016,State,FL,Yes,Other Property,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
32,Black,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,1460,2003,2007,State,GA,Yes,Homicide,Violent,None,Yes,No,No,No,Black,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,4,1,N,Y
50,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1338,2010,2014,Federal,NY,Yes,Other Violent,Violent,None,No,No,NA,Yes,Unknown,Male,18 to 24,Knew,Other Violent Offense,4,1,N,N
30,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,912,2013,2016,State,TN,Yes,Assault,Violent,None,No,No,Yes,No,White,Female,25 to 34,Knew,Murder / Manslaughter / Homicide,3,1,Y,N
44,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,274,2015,2016,State,TX,Yes,Burglary,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
29,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2014,2015,State,PA,Yes,Weapons,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
32,Other,Female,Citizen,Non-veteran,College Degree or More,No,Yes,365,2015,2016,State,KS,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
25,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,76,2015,2015,State,OH,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,Y,N
52,Other,Female,Citizen,Non-veteran,Some College,No,Yes,365,2012,2013,State,TX,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
35,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2012,2013,State,PA,Yes,Rape Sexual Assault,Violent,None,No,Yes,NA,Yes,White,Female,Under 12 Years,Knew,Rape,1,1,N,N
31,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2005,2006,Federal,PR,Yes,Robbery,Violent,None,Yes,No,Yes,Yes,Unknown,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,1,1,N,N
47,Black,Male,Citizen,Veteran,Some College,No,Yes,335,2011,2012,State,NC,Yes,Other Violent,Violent,None,No,No,NA,NA,Black,NA,NA,NA,NA,1,1,N,Y
29,Black,Male,Citizen,Non-veteran,College Degree or More,No,Yes,30,2011,2011,State,TN,Yes,Drug Trafficking,Drug,None,No,NA,NA,NA,NA,NA,NA,NA,NA,0,1,N,Y
37,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2011,2012,Federal,NC,Yes,Drug Trafficking,Drug,Probation,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
34,Black,Male,Citizen,Non-veteran,Less Than High School,NA,NA,NA,2016,2016,State,NY,No,Other Public Order,Public order,NA,NA,No,No,NA,NA,NA,NA,NA,NA,0,0,N,Y
51,White,Male,Citizen,Veteran,Some College,Yes,Yes,152,2013,2015,State,AL,Yes,Burglary,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,2,1,Y,N
33,White,Male,Citizen,Non-veteran,High School Graduate,Yes,Yes,548,2012,2016,State,NV,Yes,Burglary,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,4,1,Y,N
44,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,365,1996,1997,State,CA,Yes,Assault,Violent,Probation,Yes,No,No,Yes,White,NA,NA,NA,NA,1,1,N,N
31,Black,Male,Citizen,Veteran,Some College,No,Yes,91,2013,2013,Federal,TX,Yes,Other Public Order,Public order,None,Yes,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
24,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,365,2012,2013,State,IL,Yes,Robbery,Violent,Probation,Yes,No,No,NA,Multiple,NA,NA,NA,NA,1,1,N,Y
48,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,61,NA,2014,State,WI,Yes,Robbery,Violent,Parole,No,Yes,No,No,White,Female,35 to 54,Stranger,Other Violent Offense,NA,1,Y,N
44,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,91,2015,2015,State,MA,Yes,Drug Trafficking,Drug,None,No,NA,No,NA,NA,NA,NA,NA,NA,0,1,N,N
47,Black,Female,Citizen,Veteran,College Degree or More,No,Yes,2,2004,2005,Federal,GA,Yes,Other Property,Property,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,Y
26,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,61,2015,2016,ICE,-1,No,Other Public Order,Public order,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,0,N,N
22,Hispanic,Female,Citizen,Non-veteran,High School Graduate,No,Yes,122,2015,2015,State,NC,Yes,Other Violent,Violent,Probation,No,No,No,No,White,Male,35 to 54,Knew,Other Violent Offense,0,1,N,N
27,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,289,2012,2014,State,SD,Yes,Burglary,Property,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,2,1,N,N
60,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,1980,1981,State,IL,Yes,Robbery,Violent,Parole,No,Yes,Yes,NA,White,NA,NA,NA,NA,1,1,N,Y
27,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2010,2010,State,MN,Yes,Other Property,Property,Escape,No,Yes,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
23,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,31,2015,2015,State,OR,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
51,White,Male,Citizen,Non-veteran,Some College,No,No,0,2012,2013,Federal,WI,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
33,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,196,2015,2015,State,PA,Yes,Other Property,Property,Probation,No,NA,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
27,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,32,2014,2014,State,GA,Yes,Assault,Violent,None,No,No,NA,No,Black,Female,35 to 54,Knew,Other Violent Offense,0,1,N,Y
41,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,152,2014,2014,State,IL,Yes,Drug Possession,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
39,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,122,2016,2016,State,TX,Yes,Other Property,Property,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
34,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,182,2015,2015,State,MI,Yes,Other Public Order,Public order,Parole,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
49,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,1125,2004,2007,State,AZ,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,Yes,White,Female,12 to 17,Knew,Other Violent Offense,3,1,N,N
28,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,213,2015,2015,Federal,-1,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
38,Other,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,365,2014,2015,Federal,AZ,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
48,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,365,2011,2011,State,AZ,Yes,Rape Sexual Assault,Violent,None,No,No,NA,Yes,White,NA,NA,NA,NA,0,1,N,N
23,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,791,2012,2014,State,KY,Yes,Homicide,Violent,None,No,No,No,No,White,Female,Under 12 Years,Knew,Other Violent Offense,2,1,Y,N
32,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,122,2008,2008,State,MI,Yes,Robbery,Violent,None,No,No,Yes,No,Black,Male,25 to 34,Stranger,Other Violent Offense,0,1,N,Y
22,Other,Male,Non-citizen,Non-veteran,Some College,No,Yes,365,2014,2015,State,GA,Yes,Robbery,Violent,None,No,No,NA,No,Asian/Native Hawaiian/Other Pacific Islander,Male,25 to 34,Stranger,Other Violent Offense,1,1,N,N
35,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,365,2006,2007,State,OR,Yes,Homicide,Violent,None,No,No,No,NA,White,NA,NA,NA,NA,1,1,Y,N
25,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,182,2012,2013,State,AZ,Yes,Other Property,Property,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
60,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,517,2011,2012,Federal,MD,Yes,Other Violent,Violent,None,No,Yes,Yes,NA,White,NA,NA,NA,NA,1,1,Y,N
29,American Indian/Alaska Native,Female,Citizen,Non-veteran,Less Than High School,No,Yes,122,2015,2015,State,NE,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
34,Black,Male,Citizen,Non-veteran,Some College,No,Yes,335,2003,2005,State,FL,Yes,Robbery,Violent,None,Yes,No,No,NA,White,NA,NA,NA,NA,2,1,N,Y
20,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,426,2013,2015,Federal,NC,Yes,Weapons,Public order,Parole,Yes,No,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
32,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,136,2015,2015,State,TX,Yes,Assault,Violent,Parole,No,Yes,No,Yes,Unknown,Female,25 to 34,Knew,Other Violent Offense,0,1,N,N
48,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,395,2008,2009,State,NC,Yes,Other Violent,Violent,None,No,NA,No,Yes,Black,Female,25 to 34,Stranger,Other Violent Offense,1,1,N,Y
33,Other,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,760,2001,2003,State,TX,Yes,Robbery,Violent,None,Yes,No,Yes,No,White,Female,55 or Older,Stranger,Other Violent Offense,2,1,N,N
44,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,2008,2007,2012,State,CA,Yes,Assault,Violent,None,Yes,No,Yes,Yes,White,Female,35 to 54,Knew,Other Violent Offense,5,1,N,N
22,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,335,2011,2011,State,AR,Yes,Robbery,Violent,None,Yes,No,No,No,Black,Male,12 to 17,Knew,Other Violent Offense,0,1,N,Y
23,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,182,2014,2014,Federal,-1,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
51,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,487,2005,2006,State,NC,Yes,Homicide,Violent,None,No,No,Yes,No,White,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,1,1,N,Y
28,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,548,2010,2012,State,MD,Yes,Homicide,Violent,None,No,No,No,No,Asian/Native Hawaiian/Other Pacific Islander,Male,35 to 54,Knew,Murder / Manslaughter / Homicide,2,1,N,Y
33,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,182,2014,2015,State,TX,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
21,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2013,2014,State,TN,Yes,Rape Sexual Assault,Violent,None,No,NA,NA,No,White,Male,Under 12 Years,Knew,Other Violent Offense,1,1,Y,N
41,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,213,2015,2016,State,IL,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
37,Black,Male,Citizen,Non-veteran,Some College,No,Yes,912,2008,2010,Federal,GA,Yes,Drug Trafficking,Drug,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
49,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2009,2010,Federal,PR,Yes,Rape Sexual Assault,Violent,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
39,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,639,1995,1997,State,VA,Yes,Homicide,Violent,None,Yes,No,No,No,White,Male,55 or Older,Knew,Murder / Manslaughter / Homicide,2,1,N,Y
38,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,30,2008,2009,Federal,NC,Yes,Drug Possession,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
41,Hispanic,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,227,1999,1999,State,NY,Yes,Rape Sexual Assault,Violent,None,No,Yes,No,NA,Multiple,Female,12 to 17,Knew,Other Violent Offense,0,1,N,N
33,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,37,2015,2015,NA,SC,Yes,Other Property,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
38,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,2005,2006,State,NV,Yes,Robbery,Violent,Parole,Yes,No,Yes,No,White,NA,NA,NA,NA,1,1,Y,N
25,White,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,196,2012,2012,State,SC,Yes,Other Public Order,Public order,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
36,Black,Female,Citizen,Non-veteran,Some College,No,Yes,335,2010,2011,State,TN,Yes,Assault,Violent,None,No,No,No,No,Black,Female,35 to 54,Knew,Other Violent Offense,1,1,N,Y
46,Black,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,730,2009,2012,Federal,NY,Yes,Robbery,Violent,None,Yes,NA,NA,No,Black,NA,NA,NA,NA,3,1,N,Y
59,Black,Male,Citizen,Veteran,Less Than High School,NA,Yes,487,1982,1984,State,CA,Yes,Homicide,Violent,Probation,Yes,No,Yes,Yes,White,Male,55 or Older,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
48,Other,Female,Citizen,Non-veteran,Some College,No,Yes,487,2013,2015,State,CA,Yes,Other Property,Property,None,No,NA,No,NA,NA,NA,NA,NA,NA,2,1,N,N
38,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,61,2015,2015,State,FL,Yes,Assault,Violent,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
39,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,274,2008,2009,Federal,CO,Yes,Drug Trafficking,Drug,None,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
26,Other,Male,Citizen,Non-veteran,High School Graduate,Yes,Yes,973,2012,2015,Federal,GA,Yes,Weapons,Public order,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,3,1,N,N
55,White,Male,Citizen,Non-veteran,NA,No,Yes,91,1995,1995,State,OH,Yes,NA,NA,None,No,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Y,N
36,White,Male,Citizen,Non-veteran,Some College,No,Yes,487,2013,2014,State,FL,Yes,Rape Sexual Assault,Violent,None,No,No,NA,No,White,Female,12 to 17,Stranger,Other Violent Offense,1,1,Y,N
49,American Indian/Alaska Native,Female,Citizen,Non-veteran,Less Than High School,No,Yes,51,2014,2016,State,AZ,Yes,Other Public Order,Public order,None,No,Yes,NA,NA,NA,NA,NA,NA,NA,2,1,N,N
29,Other,Male,Citizen,Non-veteran,College Degree or More,No,Yes,426,2014,2015,State,CA,Yes,Other Violent,Violent,Probation,No,No,Yes,No,White,Female,18 to 24,Knew,Other Violent Offense,1,1,N,N
46,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,34,2014,2015,State,AZ,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
54,Black,Female,Citizen,Non-veteran,High School Graduate,No,Yes,213,2005,2006,State,FL,Yes,Homicide,Violent,None,No,Yes,Yes,No,Black,Male,55 or Older,Knew,Murder / Manslaughter / Homicide,1,1,N,Y
33,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,30,2009,2010,State,NV,Yes,Robbery,Violent,None,Yes,Yes,Yes,Yes,Unknown,NA,NA,NA,NA,1,1,N,Y
41,White,Female,Citizen,Non-veteran,College Degree or More,Yes,Yes,335,2015,2016,State,TX,Yes,Drug Possession,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
27,Hispanic,Male,Non-citizen,Non-veteran,NA,No,Yes,NA,2011,2012,Federal,GA,Yes,NA,NA,None,NA,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
54,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1460,2011,2015,State,SC,Yes,Other Property,Property,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,4,1,Y,N
20,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,91,2015,2015,State,MI,Yes,Burglary,Property,Probation,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,Y,N
35,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,2005,2005,State,IN,Yes,Assault,Violent,Probation,Yes,No,No,NA,White,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,0,1,Y,N
40,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,730,2015,2015,State,TX,Yes,Drug Possession,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
39,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,335,NA,NA,Federal,MI,Yes,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,1,N,Y
33,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2014,2015,State,MI,Yes,Burglary,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
45,Asian/Native Hawaiian/Other Pacific Islander,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,548,1998,1999,State,AZ,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
27,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,669,2005,2007,State,PA,Yes,Homicide,Violent,Probation,Yes,No,Yes,No,Black,Male,35 to 54,Knew,Murder / Manslaughter / Homicide,2,1,Y,N
31,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2005,2006,State,FL,Yes,Robbery,Violent,Probation,No,No,No,NA,Unknown,NA,NA,NA,NA,1,1,N,N
45,White,Male,Citizen,Non-veteran,Some College,No,Yes,122,2011,2012,State,WI,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,White,Female,12 to 17,Knew,Rape,1,1,Y,N
63,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1095,1983,1986,State,PA,Yes,Homicide,Violent,None,No,No,No,No,White,Female,55 or Older,Knew,Murder / Manslaughter / Homicide,3,1,Y,N
38,Hispanic,Female,Citizen,Non-veteran,Less Than High School,No,Yes,304,2012,2016,State,TX,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,4,1,N,N
26,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,61,2015,2016,State,OH,Yes,Drug Trafficking,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
55,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,365,2006,2007,Federal,KS,Yes,Drug Trafficking,Drug,None,No,NA,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
53,White,Female,Citizen,Non-veteran,Some College,No,Yes,61,2015,2015,State,IL,Yes,Drug Possession,Drug,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
34,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2004,2004,State,TX,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,White,Male,Under 12 Years,Knew,Rape,0,1,Y,N
31,Hispanic,Female,Citizen,Non-veteran,High School Graduate,No,Yes,296,2013,2014,Federal,TX,Yes,Drug Trafficking,Drug,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
37,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,284,2013,2016,State,MS,Yes,Drug Possession,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,3,1,Y,N
37,Black,Female,Citizen,Non-veteran,High School Graduate,No,No,0,1998,1999,State,TX,Yes,Homicide,Violent,None,No,No,Yes,No,Black,Female,55 or Older,Knew,Murder / Manslaughter / Homicide,1,1,N,Y
40,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,30,2014,2014,State,TN,Yes,Other Public Order,Public order,Parole,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
63,White,Male,Citizen,Non-veteran,College Degree or More,No,Yes,548,1994,1997,State,FL,Yes,Rape Sexual Assault,Violent,None,No,No,NA,NA,White,NA,NA,NA,NA,3,1,Y,N
25,Black,Male,Citizen,Non-veteran,Some College,No,Yes,365,2014,2015,State,PA,Yes,Weapons,Public order,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
31,White,Male,Citizen,Veteran,College Degree or More,No,Yes,304,2013,2015,State,IA,Yes,Rape Sexual Assault,Violent,None,No,Yes,NA,No,White,Male,Under 12 Years,Knew,Rape,2,1,Y,N
47,White,Female,Citizen,Non-veteran,High School Graduate,NA,Yes,60,NA,NA,State,UT,Yes,NA,NA,None,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,1,Y,N
27,Hispanic,Male,Non-citizen,Non-veteran,Some College,No,Yes,730,2012,2012,Federal,KY,Yes,Drug Trafficking,Drug,None,No,NA,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
31,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,274,2015,2015,Federal,-1,Yes,Other Public Order,Public order,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
28,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,456,2006,2007,State,GA,Yes,Robbery,Violent,Probation,No,NA,No,No,White,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,1,1,N,Y
46,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,548,2012,2013,State,IN,Yes,Rape Sexual Assault,Violent,None,NA,NA,No,No,White,Female,Under 12 Years,Stranger,Other Violent Offense,1,1,Y,N
50,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,2006,2006,State,TX,Yes,Burglary,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
23,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,362,2015,2016,State,OH,Yes,Drug Trafficking,Drug,None,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
44,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,122,2008,2008,State,NC,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
26,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,426,2008,2009,State,NC,Yes,Homicide,Violent,None,Yes,No,NA,No,Black,Female,12 to 17,Stranger,Murder / Manslaughter / Homicide,1,1,N,Y
27,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,274,2011,2012,State,KS,Yes,Homicide,Violent,None,No,No,No,No,Black,Male,Under 12 Years,Knew,Murder / Manslaughter / Homicide,1,1,N,Y
28,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,91,2015,2016,State,CA,Yes,Other Public Order,Public order,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
58,Black,Male,Citizen,Veteran,High School Graduate,No,Yes,91,2010,NA,State,TX,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,NA,1,N,Y
32,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2008,2009,State,TX,Yes,Drug Trafficking,Drug,Probation,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
55,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,No,0,2013,2013,Federal,FL,Yes,Drug Trafficking,Drug,None,No,NA,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
22,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2013,2013,State,NY,Yes,Weapons,Public order,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
33,Black,Female,Citizen,Non-veteran,Some College,No,Yes,365,2008,2009,Federal,VA,Yes,Other Property,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
56,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,304,2009,2010,State,MI,Yes,Robbery,Violent,None,No,Yes,Yes,No,Black,Female,35 to 54,Knew,Other Violent Offense,1,1,N,Y
